Date,Close,High,Low,Open,Volume,MA10,MA50,Return
07/05/2015,28.12176514,28.30586092,27.84337505,28.0117554,175763600,28.651429367,28.338366889999996,0.0061853094695369926
08/05/2015,28.65159225,28.65159225,28.31258611,28.44055507,222201600,28.603876875999998,28.3282304382,0.01884046422272334
11/05/2015,28.35974312,28.6381315,28.20483264,28.5999657,168143200,28.474152374,28.321021003800002,-0.010186140004138866
12/05/2015,28.25870895,28.48545989,28.02297582,28.19809108,192640000,28.381051444,28.308973732000005,-0.003562591155092276
13/05/2015,28.29013634,28.55505475,28.25870548,28.32156719,138776800,28.334018897,28.296347770799997,0.0011121311329405081
14/05/2015,28.95019341,28.95019341,28.54832715,28.60445394,180814000,28.43101921,28.300589638,0.023331703391854308
15/05/2015,28.90977859,29.07142397,28.78405517,28.97713141,152832000,28.439020156000005,28.313547363399998,-0.001396012089716847
18/05/2015,29.22858047,29.34756897,28.81773206,28.82222316,203531600,28.484490584000003,28.332031517,0.011027475669090014
19/05/2015,29.20163918,29.38348937,29.10509934,29.34083248,178532800,28.592103004000002,28.3475623322,-0.000921744729534546
20/05/2015,29.19939423,29.40594036,29.03774883,29.18592435,145819600,28.717153168,28.374808159,-7.687753369467476e-05
21/05/2015,29.49798775,29.55187068,29.14775722,29.20164016,158921600,28.854775429,28.4181759646,0.01022601762379094
22/05/2015,29.75617409,29.85271394,29.50023609,29.54514026,182384000,28.965233613,28.456825752600004,0.008752676358406708
26/05/2015,29.10060692,29.83923714,28.98835338,29.76964049,282790400,29.039319993,28.486209755399997,-0.022031299051322284
27/05/2015,29.64391899,29.69331083,29.19715201,29.26225757,183332800,29.177840996999997,28.5203787236,0.018670128478543768
28/05/2015,29.58554459,29.62371038,29.43288141,29.60350556,122933200,29.307381822000004,28.544034805800003,-0.001969186328558359
29/05/2015,29.2487812,29.51145407,29.16346742,29.46206224,203538000,29.337240601,28.554561424599996,-0.011382700391928124
01/06/2015,29.30715561,29.49798802,29.19714932,29.248785,128451200,29.376978302999998,28.5705928424,0.0019957894860931358
02/06/2015,29.17694473,29.33409902,29.03326032,29.15449265,134670400,29.371814729,28.591174507399998,-0.004442972280652491
03/06/2015,29.21286392,29.3969614,29.16347208,29.33409968,123934000,29.372937203,28.6066168216,0.0012310812640732305
04/06/2015,29.04224014,29.31613909,28.94121263,29.09163198,153800400,29.357221794000004,28.6209718326,-0.005840707041502524
05/06/2015,28.88283539,29.11632468,28.81772984,29.07366778,142507200,29.295706558,28.6469393162,-0.005488720884875953
08/06/2015,28.69200897,29.00856482,28.4742368,28.93896473,210699200,29.189290046000004,28.665244789400003,-0.006606914363610938
09/06/2015,28.60669518,28.75487069,28.20258341,28.44504978,224301600,29.139898871999996,28.6862707142,-0.002973433825745775
10/06/2015,28.93448067,29.03775203,28.70323688,28.71895231,156349200,29.068955040000002,28.6999013142,0.011458348751489655
11/06/2015,28.86936569,29.22633114,28.84466978,29.00182405,141563600,28.99733715,28.720904312600002,-0.0022504285023340342
12/06/2015,28.55056953,28.81099861,28.53709966,28.77956775,147544800,28.927515983,28.736336288800004,-0.0110427143922468
15/06/2015,28.49444389,28.5662861,28.22279048,28.31034812,175955600,28.846244811,28.745861397,-0.001965832588419203
16/06/2015,28.64710617,28.70323295,28.37096339,28.51913719,125976400,28.793260955,28.749362602399998,0.005357615701830909
17/06/2015,28.57975197,28.70996477,28.45402684,28.67404453,131672400,28.72994976,28.757508430599998,-0.0023511694200559763
18/06/2015,28.70996475,28.80650287,28.56179097,28.56403652,141628800,28.696722220999998,28.7700918198,0.004556120015901
19/06/2015,28.42260551,28.69650452,28.37770477,28.67180859,218867600,28.650699233,28.7726353836,-0.010009041895462478
22/06/2015,28.64935303,28.75038054,28.53036453,28.62241156,136157200,28.646433638999998,28.777299423200002,0.007977717592436262
23/06/2015,28.51914215,28.64935671,28.48546574,28.62017139,121075600,28.637678336,28.780476951599997,-0.004544985007642222
24/06/2015,28.7616024,29.14101992,28.53934087,28.55954569,221123600,28.620390508999996,28.790962867799998,0.008501667011046488
25/06/2015,28.62465858,29.00632001,28.62465858,28.92998841,127752400,28.595919798,28.796563873199997,-0.0047613418089669235
26/06/2015,28.45627594,28.73466427,28.40239471,28.66282207,176267200,28.586490439000006,28.801524696199998,-0.005882433131190079
29/06/2015,27.95787048,28.39341483,27.94664616,28.16666217,196645600,28.532833098000005,28.802866973599997,-0.017514781661904344
30/06/2015,28.15992737,28.31483782,28.03195838,28.19135823,177482800,28.484115218,28.795506706,0.007227191718501613
01/07/2015,28.42260551,28.49893884,28.28565601,28.48995835,120955200,28.468400572,28.796485290200003,0.009328083007765331
02/07/2015,28.38667679,28.44280356,28.23625574,28.38443124,108844000,28.436071776,28.789099197,-0.0012640895989411982
06/07/2015,28.2878933,28.33953068,28.0297098,28.04991633,112241600,28.422600555000002,28.775042228399997,-0.0034799244283078012
07/07/2015,28.21829796,28.32157102,27.78724302,28.26319869,187787200,28.379495048000003,28.7568658444,-0.0024602517855226713
08/07/2015,27.51783371,27.98256331,27.51109877,27.94664307,243046400,28.279364204,28.7140827558,-0.024823051021465647
09/07/2015,26.95656395,27.85234668,26.76573328,27.8052004,314380000,28.098860359000003,28.6694196698,-0.02039658230059138
10/07/2015,27.67723465,27.80520363,27.21250503,27.37639596,245418000,28.004117966000003,28.6477551266,0.02673451636257229
13/07/2015,28.2115593,28.23400966,27.91071893,28.07011875,165762000,27.979646302000003,28.652382507,0.019305564907656114
14/07/2015,28.20033455,28.37096041,28.07236558,28.29687266,127072400,28.003892709000002,28.639793815399997,-0.00039787768838428494
15/07/2015,28.47198105,28.54606878,28.19359282,28.22502366,134596800,28.035098076999997,28.633755912599998,0.009632740332153222
16/07/2015,28.85140228,28.86487558,28.59097497,28.67853259,144889600,28.077977754,28.6482736586,0.013326126809851901
17/07/2015,29.10060692,29.10060692,28.80650319,28.9793746,184658800,28.149370767,28.671307945200002,0.00863752262650852
20/07/2015,29.65065002,29.85270501,29.34307301,29.40369088,235600800,28.285646438999997,28.701885642799997,0.018901430527277885
21/07/2015,29.35430145,29.84148142,29.25776505,29.8257677,307025600,28.399246788,28.7159398268,-0.009994673634477036
22/07/2015,28.11278152,28.17564324,27.38762278,27.38762278,461802400,28.458741569,28.711000594799998,-0.0422943101580775
23/07/2015,28.09930611,28.53260311,28.07685403,28.33279196,203998000,28.573015785000003,28.707812538,-0.00047933392824939247
24/07/2015,27.95113182,28.22952012,27.81642791,28.13522756,168649200,28.600405502,28.7010324476,-0.005273236620859767
27/07/2015,27.56273079,27.75131761,27.41680257,27.63457298,177822000,28.535522651,28.673283195199996,-0.013895717443616618
28/07/2015,27.69968414,27.81867434,27.51334456,27.69968414,134472400,28.485457609999997,28.6490813062,0.0049687874196300275
29/07/2015,27.61213493,27.72663406,27.45048951,27.6480569,148046800,28.399472998,28.6167523954,-0.0031606573402608307
30/07/2015,27.47293854,27.51783928,27.32476301,27.4617125,134513200,28.261626624,28.5821783826,-0.005041131022750611
31/07/2015,27.23270798,27.53354663,27.14515036,27.52456614,171540000,28.074836729999998,28.5428446576,-0.008744261544873733
03/08/2015,26.59062767,27.51784159,26.38407979,27.27761901,279904000,27.768834495,28.484697456,-0.023577541773354027
04/08/2015,25.73749352,26.42448469,25.42542879,26.36162297,496554400,27.407153702,28.4043238446,-0.03208401699229235
05/08/2015,25.90812111,26.36611582,25.16724695,25.35807766,397250400,27.186687660999997,28.3404741284,0.006629534063501863
06/08/2015,25.96450233,26.27346994,25.73672499,26.15394284,211612000,26.973207283,28.266885795199997,0.0021761987201085464
07/08/2015,26.0524559,26.2170887,25.82242285,25.84046513,154681600,26.783339691000002,28.1962240214,0.0033874544900627246
10/08/2015,26.99965286,27.0605434,26.2802329,26.2802329,219806400,26.727031898,28.151241454599997,0.0363573001960249
11/08/2015,25.59463882,26.65234365,25.55855599,26.56889941,388331200,26.516527366000002,28.076991118799995,-0.05203822609443731
12/08/2015,25.98931313,26.0299074,24.72412686,25.37814499,404870000,26.354245186000004,28.013238486800002,0.01542019454838317
13/08/2015,25.96900368,26.25090775,25.83143435,26.16971924,194143200,26.2038517,27.948361282,-0.000781453896007589
14/08/2015,26.15168381,26.23061662,25.71191402,25.7818257,171718000,26.095749283000004,27.8905501554,0.0070345451928404135
17/08/2015,26.42230797,26.53281389,26.0479385,26.16972128,163538800,26.078917312999998,27.841339607,0.010348249924026387
18/08/2015,26.27346992,26.48546242,26.16296397,26.25768336,138242800,26.132514952999998,27.792968825999996,-0.005633045007612081
19/08/2015,25.93743896,26.27797796,25.86301585,26.18325857,193146000,26.135446738000002,27.7395837016,-0.012789744218147714
20/08/2015,25.40519905,25.78858796,25.17516433,25.72769743,274006400,26.079516410000004,27.6689980692,-0.02052014120672463
21/08/2015,23.85134315,25.23605599,23.82653546,24.90453649,513102000,25.859405135000003,27.568637618399997,-0.06116290988084183
24/08/2015,23.25596046,24.53693272,20.74814106,21.39539347,648825200,25.485035895000003,27.462745437,-0.02496222901392453
25/08/2015,23.39578819,25.05789564,23.34166308,25.05789564,414406400,25.265150832,27.360772323000003,0.006012554512229373
26/08/2015,24.73765373,24.78275771,23.69122566,24.15129172,387098400,25.139984892,27.2825832742,0.05735500463171195
27/08/2015,25.46609497,25.53826237,24.81207694,25.31048504,338464400,25.089694021,27.220310134200005,0.0294466584402302
28/08/2015,25.54953957,25.55404928,25.15487372,25.2969528,212657600,25.029479597,27.1571016306,0.003276693976767886
31/08/2015,25.43000984,25.82918536,25.25861164,25.26537706,224917200,24.930249784,27.097249717199997,-0.0046783516263576574
01/09/2015,24.2933712,25.23154727,24.21218267,24.84139291,307383600,24.732239912,27.010130080600003,-0.04469674401038304
02/09/2015,25.335289,25.335289,24.61135935,24.85943638,247555200,24.672024915999998,26.946453017600003,0.042888975409061336
03/09/2015,24.89101028,25.43452061,24.81658717,25.36911864,212935600,24.620606039000002,26.8690411752,-0.01753596416445058
04/09/2015,24.64292908,24.90904663,24.47153262,24.57527312,199985200,24.699764632,26.7894065852,-0.009966698708060662
08/09/2015,25.32851791,25.38489873,24.87972709,25.20222543,219374400,24.907020377,26.7268514246,0.02782091478550819
09/09/2015,24.84139252,25.71416661,24.75569256,25.65553179,340043200,25.05158081,26.6645218654,-0.019232289537465475
10/09/2015,25.38715744,25.54727877,24.78501065,24.86845317,251571200,25.116531181,26.6090664668,0.021969980932453836
11/09/2015,25.75701904,25.75701904,25.20448758,25.211253,199662000,25.145623588,26.555754737399997,0.014568846507299282
14/09/2015,26.00510216,26.36142954,25.90361732,26.29151783,233453600,25.191179846999997,26.5081232448,0.009631670482315169
15/09/2015,26.22385025,26.28023108,25.80437676,26.14491744,173364800,25.270563887999998,26.4668423838,0.008411737383461348
16/09/2015,26.25317383,26.28249124,26.0344159,26.21708927,148694000,25.466544151,26.427539901200003,0.0011182026941296552
17/09/2015,25.69161797,26.27121287,25.64651399,26.08402981,256450400,25.502177048,26.3910155864,-0.021390017970257857
18/09/2015,25.58562088,25.77731709,25.22929533,25.30597244,297141200,25.571638108,26.363596725,-0.004125745997148655
21/09/2015,25.98254395,26.01862851,25.6329838,25.63523779,200888000,25.705599595000002,26.329702911000005,0.01551352112429183
22/09/2015,25.57434464,25.75025255,25.37588301,25.56983321,201384800,25.730182268,26.276958617800002,-0.015710521294047486
23/09/2015,25.78182602,25.87203569,25.55179299,25.62621438,143026800,25.824225617999996,26.2285884472,0.008112871822157475
24/09/2015,25.93518066,26.04794232,25.34205498,25.54051487,200878000,25.879027940000004,26.1778524394,0.005948168290369926
25/09/2015,25.86978149,26.31631845,25.71416984,26.25993762,224607600,25.890304185,26.118220023599996,-0.0025216392689666467
28/09/2015,25.35784149,25.83820552,25.35784149,25.67582846,208436000,25.825578118,26.043364715,-0.019789111871621134
29/09/2015,24.59557343,25.59915326,24.32494612,25.44579733,293461600,25.662750436,25.9422631832,-0.030060447388654987
30/09/2015,24.87522507,25.15487353,24.52115349,24.84590593,265892000,25.524955560000002,25.852681655599998,0.011369998784370505
01/10/2015,24.71284485,24.72186599,24.20090597,24.59782748,255716400,25.427078247999997,25.7846829222,-0.006527788976503857
02/10/2015,24.89326668,25.03534749,24.25503691,24.35877744,232079200,25.357842828,25.7205621336,0.00730073089905714
05/10/2015,24.98347664,25.11653631,24.59783191,24.78050528,208258800,25.257936096999998,25.66120903,0.003623869906655308
06/10/2015,25.10300064,25.19997574,24.75569452,24.94964471,192787200,25.210801697,25.612014427,0.004784121990797585
07/10/2015,24.98347664,25.20674428,24.67451075,25.19997885,187062400,25.130966759,25.557690277000003,-0.004761343144354946
08/10/2015,24.69480133,24.85041296,24.40387607,24.85041296,247918400,25.006928826,25.499343605000004,-0.01155464926517924
09/10/2015,25.28567696,25.3217598,24.69254948,24.80756687,211064400,24.948518373,25.455598373399997,0.023927126284761124
12/10/2015,25.16840172,25.42775388,25.13231888,25.42324417,121868800,24.929574396,25.414312248199998,-0.004638010688245431
13/10/2015,25.21125221,25.36009671,24.96092119,24.99249432,132197200,24.991142274,25.386724739,0.001702551098663907
14/10/2015,24.85493279,25.15036788,24.70834224,25.09849846,177849600,24.989113046,25.3690735244,-0.014133348753643804
15/10/2015,25.22704315,25.28116828,24.91807553,25.01730636,150694000,25.040532875999997,25.3554519652,0.014971288119906445
16/10/2015,25.04211426,25.25861648,24.92709686,25.20900106,156930400,25.055417634,25.337004203800003,-0.007330581269489711
19/10/2015,25.19772339,25.2022331,24.83237496,24.98798661,119036800,25.076842309,25.3199095536,0.006213897452283179
20/10/2015,25.65778923,25.74799891,24.99249608,25.10976745,195871200,25.132321168,25.293072281,0.018258230431348554
21/10/2015,25.65552711,26.06597939,25.64199455,25.70965222,167180800,25.199526215,25.2942900468,-8.816503946307286e-05
22/10/2015,26.04794121,26.04794121,25.73220824,25.78407936,166616400,25.334840203,25.2954626084,0.015295499418799485
23/10/2015,26.85531425,26.88914309,26.2351252,26.31856771,237467600,25.491803932000003,25.313188819800004,0.030995656566133567
26/10/2015,25.99832153,26.64106249,25.91713302,26.62978736,265335200,25.574795913000003,25.310121574199997,-0.03191147614293888
27/10/2015,25.83369446,26.28248534,25.70740024,26.02538892,279537600,25.637040137999996,25.298349304,-0.006332219170765763
28/10/2015,26.89817238,26.90493953,26.17424255,26.3704485,342205600,25.841364097000003,25.310843353200003,0.041205020894251154
29/10/2015,27.18232727,27.21841183,26.67264405,26.76961915,204909200,26.036892509,25.335741119400005,0.010564096548480784
30/10/2015,26.95004272,27.3379432,26.93876587,27.28607206,197461200,26.227685355,25.366637992799998,-0.008545425404261175
02/11/2015,27.32891846,27.36951273,26.97484688,27.24322021,128813200,26.440804862,25.436189499,0.014058446731842533
03/11/2015,27.64239502,27.84987607,27.22066576,27.24096376,182076000,26.639265441,25.523918190200003,0.01147050734769528
04/11/2015,27.51384735,27.92429976,27.4281491,27.7686881,179544400,26.825097465,25.6062793734,-0.0046503810508095045
05/11/2015,27.38701057,27.7878965,27.21940944,27.59764511,158210800,26.959004400999998,25.6592665102,-0.004609925263687198
06/11/2015,27.41871834,27.58858484,27.3190645,27.43004346,132169200,27.01534481,25.698318977599996,0.0011577667419726545
09/11/2015,27.30773926,27.58858473,27.18996591,27.3960697,135485600,27.146286583,25.733482971399997,-0.004047566287520343
10/11/2015,26.44708252,26.7415185,26.28627576,26.47652715,236511600,27.207625388999997,25.753824425,-0.03151695319065395
11/11/2015,26.29760361,26.59430326,26.09376343,26.35649115,180872000,27.147568512,25.793909073200002,-0.005651999984760514
12/11/2015,26.20927238,26.45840961,26.19341824,26.33157649,130102400,27.050263023000003,25.8113887408,-0.0033589079564043667
13/11/2015,25.44374084,26.17530014,25.4278867,26.09149869,183249600,26.899632835,25.822443352,-0.029208423984489196
16/11/2015,25.86048126,25.87407003,25.14024709,25.22631218,152426800,26.752789115000002,25.8467943956,0.016378897372859802
17/11/2015,25.74949265,26.05751732,25.66569123,26.02807269,110467600,26.563498878,25.8552138904,-0.004291823067178235
18/11/2015,26.56484985,26.61014689,26.15943503,26.21832255,186698800,26.468599128,25.889683037,0.0316649811739107
19/11/2015,26.90232277,27.12201705,26.44481644,26.64412583,173183200,26.420130347999997,25.919986343599998,0.012703739035061723
20/11/2015,27.02009964,27.16052151,26.9181787,26.99744939,137148400,26.380268477999998,25.945247955600003,0.004377944276668044
23/11/2015,26.6690464,27.11749482,26.5761852,27.01330849,129930000,26.316399192,25.9585268404,-0.012992299979542321
24/11/2015,26.92497826,27.03142823,26.52635936,26.57392178,171212800,26.364188766,25.972549400600002,0.009596588350455626
25/11/2015,26.73245621,27.00424364,26.70754232,26.99971289,85553200,26.407674026000002,25.982135048199996,-0.007150314037059569
27/11/2015,26.68262863,26.81852321,26.63506622,26.79134395,52185600,26.455009651,26.0019552614,-0.0018639357195078254
30/11/2015,26.79361343,27.04501602,26.66904396,26.72340076,156721200,26.589996910000004,26.0261151124,0.0041594402687603615
01/12/2015,26.5761795,26.90911812,26.46746591,26.89552936,139409600,26.661566734,26.037987823399998,-0.0081151402205627
02/12/2015,26.33610535,26.75058008,26.2908083,26.57618281,133546400,26.720228004,26.053223037600002,-0.00903343349257546
03/12/2015,26.09149742,26.45161535,25.86953946,26.39725855,166278000,26.672892761000004,26.059416465600002,-0.009287931026597307
04/12/2015,26.95894241,27.00877019,26.07110736,26.11187539,231108000,26.678554724999998,26.0798917006,0.03324627084588383
07/12/2015,26.78908539,27.14693798,26.68263541,26.94762853,128336800,26.655453299999998,26.098277778600004,-0.006300581729682175
08/12/2015,26.77775574,26.86155544,26.46746564,26.61694726,137238000,26.666324234,26.1266760636,-0.00042292037354252354
09/12/2015,26.1866188,26.65545025,26.06431472,26.64412513,185445600,26.592488288,26.158496970999998,-0.022075671528998697
10/12/2015,26.31118393,26.48558114,26.16170233,26.28174103,116850800,26.55036106,26.1872161482,0.004756823740833527
11/12/2015,25.63399696,26.1345369,25.55925526,26.08923984,187544800,26.445497893000002,26.205639190400003,-0.025737609215975565
14/12/2015,25.47544479,25.52074183,24.86618976,25.40749751,257274800,26.313681028999998,26.2172827526,-0.006185230116372731
15/12/2015,25.0247364,25.54792649,24.99302812,25.35314606,213292400,26.158536719,26.2181079478,-0.01769187520435056
16/12/2015,25.21724701,25.36446499,24.64196732,25.15609583,224954000,26.046650885,26.2203928752,0.007692812700316853
17/12/2015,24.68273544,25.42335262,24.68273544,25.37125946,179091200,25.905774687,26.214378051199997,-0.021196269750938357
18/12/2015,24.01459122,24.80503612,23.96476344,24.66687963,385813200,25.611339567999998,26.200773848999997,-0.027069293904808722
21/12/2015,24.30902672,24.31808647,23.91040622,24.29770159,190362400,25.363333701000002,26.1812408442,0.01226069173123312
22/12/2015,24.28638268,24.39736165,24.10972005,24.32488534,131157600,25.114196395,26.1636004634,-0.0009315074709004278
23/12/2015,24.59893799,24.65329479,24.27958809,24.29544223,130629600,24.955428314,26.151354179,0.012869570331583091
24/12/2015,24.46756935,24.68726363,24.44944984,24.68726363,54281600,24.771066855999997,26.143606910199995,-0.005340419169860167
28/12/2015,24.1935215,24.39056728,24.04856888,24.36791703,106816800,24.62701931,26.1229364772,-0.011200452569678832
29/12/2015,24.62837791,24.78465565,24.20257983,24.22522835,123724800,24.542312621999997,26.1146617502,0.017974084921866362
30/12/2015,24.30676079,24.61931449,24.27505252,24.59213696,100855200,24.470515060999997,26.096842498199997,-0.013058802377293954
31/12/2015,23.84020233,24.24108659,23.74054675,24.23655758,163649200,24.332810592999998,26.0604907602,-0.019194596270184383
04/01/2016,23.86058426,23.865115,23.10184746,23.2400057,270597600,24.250595475,26.024591903199997,0.0008549394723194048
05/01/2016,23.26265144,23.97382574,23.19470588,23.95117722,223164000,24.175401497000003,25.9688861078,-0.025059437500965842
06/01/2016,22.80740547,23.18564282,22.61942121,22.7756972,273829600,24.025239371999998,25.8879279322,-0.019569822948780735
07/01/2016,21.84483147,22.67830984,21.84030245,22.34990196,324377600,23.781084251000003,25.804858131,-0.042204449833898594
08/01/2016,21.96034241,22.44729342,21.91504536,22.32046031,283192000,23.517224692999996,25.72739109,0.005287792682613812
11/01/2016,22.31593323,22.43597197,22.0464111,22.41558882,198957600,23.302061080999998,25.635746306999998,0.01619240781227882
12/01/2016,22.63981056,22.80514808,22.38614259,22.7734398,196616800,23.146689987,25.544895972799996,0.014513277426579041
13/01/2016,22.05773544,22.91839324,22.03735229,22.72134744,249758400,22.889625739999996,25.447049827200004,-0.02571024693238433
14/01/2016,22.5401516,22.75758224,21.6840247,22.18682983,252680400,22.712964820999996,25.35127449,0.021870611392191153
15/01/2016,21.99884605,22.13020991,21.59796183,21.7882115,319335600,22.528829193,25.238403510599998,-0.02401516900179146
19/01/2016,21.89239502,22.34310698,21.62966734,22.28875018,212350800,22.332010269,25.125974464000002,-0.004838936995061216
20/01/2016,21.92184258,22.23892712,21.158575,21.5390761,289337600,22.197929382999998,25.0166711042,0.0013451045430661335
21/01/2016,21.81086349,22.16871434,21.50283871,21.98299367,208646000,22.098275185,24.9045140072,-0.005062489140454374
22/01/2016,22.97048378,22.97954354,22.27969427,22.33858009,263202000,22.210840416,24.8177688976,0.05316709677870701
25/01/2016,22.5220356,22.99539613,22.46994244,22.99313075,207178000,22.267009735000002,24.739267959199996,-0.019522800838459253
26/01/2016,22.64660072,22.84817549,22.21174291,22.63301196,300308000,22.300076483999998,24.666247901400002,0.0055308109005920425
27/01/2016,21.15856743,21.88559572,21.14044792,21.75196826,533478800,22.151952170999998,24.5652338024,-0.06570669516356431
28/01/2016,21.3103199,21.40771011,20.92528982,21.24237433,222715200,22.077210617,24.4825653836,0.007172152391793585
29/01/2016,22.0464077,22.0464077,21.36920702,21.46886259,257666000,22.027836227,24.4062839124,0.03454137729767259
01/02/2016,21.84030151,21.90371806,21.60701847,21.84936127,163774000,22.011981773000002,24.3281000896,-0.00934874256180973
02/02/2016,21.39864922,21.75197097,21.35335045,21.61154738,149428800,21.962607193,24.224776077,-0.020221895279137092
03/02/2016,21.82218742,21.93316641,21.3080588,21.516428,183857200,21.952641677,24.12317337,0.019792754002628588
04/02/2016,21.99752808,22.16376275,21.67644704,21.82901748,185886800,21.971308135999998,24.022721938799997,0.00803497177552881
05/02/2016,21.41001892,22.07040065,21.33487339,21.97931321,185672400,21.81526165,23.9175413892,-0.026707962724873524
08/02/2016,21.63545799,21.79258202,21.18685387,21.20734763,216085600,21.726603888999996,23.811750983800003,0.01052960629518207
09/02/2016,21.63090324,21.8472361,21.38952304,21.47150155,177324800,21.625034141,23.7097199244,-0.00021052246742847558
10/02/2016,21.46694374,21.94059691,21.42823215,21.84267824,169374400,21.655871772,23.605406226600003,-0.007579873026143602
11/02/2016,21.33714676,21.56941977,21.08437999,21.35764225,200298800,21.658554458,23.4962768932,-0.006046365126403441
12/02/2016,21.40318489,21.5193214,21.18002253,21.44872947,161405600,21.594232177000002,23.392817000999997,0.0030949841018013124
16/02/2016,22.00663567,22.05445617,21.54436907,21.63773241,196231600,21.610865593,23.306227607399997,0.02819443849601777
17/02/2016,22.34365463,22.36414839,21.89505062,22.01346302,179452800,21.705366134,23.2312707516,0.015314424478768851
18/02/2016,21.92010307,22.51899991,21.88138975,22.50761333,156084000,21.715157699,23.1304939648,-0.018956234645307934
19/02/2016,21.87000656,22.03396357,21.8153548,21.86089765,141496800,21.702405547,23.032112388199998,-0.0022854139800355666
